year,title,genre,gross
1996,A Time to Kill,"Crime, Drama, Thriller",108.77
1996,The First Wives Club,Comedy,105.49
1996,Phenomenon,"Drama, Fantasy, Romance",104.64
1996,Scream,"Horror, Mystery",103.05
1996,Eraser,"Action, Drama, Mystery",101.3
1996,The Hunchback of Notre Dame,"Animation, Drama, Family",100.14
1996,Michael,"Comedy, Drama, Fantasy",95.32
1996,Star Trek: First Contact,"Action, Adventure, Drama",92
1996,Space Jam,"Animation, Adventure, Comedy",90.46
1996,The English Patient,"Drama, Romance, War",78.65
1996,Broken Arrow,"Action, Adventure Thriller",70.77
1996,Beavis and Butt-Head Do America,"Animation, Adventure, Comedy",63.07
1996,Jingle All the Way,"Comedy, Family",60.57
1996,The Cable Guy,"Comedy, Drama, Thriller",60.24
1996,Courage Under Fire,"Aciton, Drama, Mystery",59.03
1996,Jack,"Comedy, Drama, Fantasy",58.62
1996,Executive Decision,"Action, Adventure, Thriller",56.57
1996,Primal Fear,"Crime, Drama Mystery",56.12
1996,Tin Cup,"Comedy Drama, Romance",53.85
1996,DragonHeart,"Action, Adventure, Fantasy",51.37
1996,Up Close & Personal,"Drama, Romance",51.09
1996,Evita,"Biogrpahy, Drama, History",50.05
1996,Homeward Bound II: Lost in San Francisco,"Adventure, Comedy, Family",49.14
1996,Sleepers,"Crime, Drama, Thriller",49.1
1996,The Preacher's Wife,"Comedy, Drama, Fantasy",48.1
1996,Romeo + Juliet,"Drama, Romance",46.35
1996,One Fine Day,"Comedy, drama, Romance",46.15
1996,The Mirror Has Two Faces,"Comedy, Drama, Romance",41.25
1996,Happy Gilmore,"Comedy, Sport",38.62
1996,The Ghost and the Darkness,"Adventure, Drama, Thriller",38.62
1996,Mars Attacks!,"Comedy, Sci-Fi",37.77
1996,Set It Off,"Action,Crime, Drama",36.05
1996,Shine,"Biography, Drama, Music",35.81
1996,A Thin Line Between Love and Hate,"Comedy, Crime, Drama",34.75
1996,The Truth About Cats & Dogs,"Comedy, Romance",34.07
1996,Muppet Treasure Island,"Action, Adventure, Comedy",33.61
1996,The Long Kiss Goodnight,"Action, Crime, Drama",33.33
1996,Striptease,"Comedy, Crime, Drama",33.11
1996,Matilda,"Comedy, Family, Fantasy",33.08
1996,Daylight,"Action, Adventure, Drama",33.02
1996,Black Sheep,Comedy,32.38
1997,Titanic,"Drama, Romance",658.67
1997,Men in Black,"Adventure, Comedy, Family",250.69
1997,The Lost World: Jurassic Park,"Action, Adventure, SCi-Fi",229.09
1997,Liar Liar,"Comedy, Fantasy",181.41
1997,Air Force One,"Action, Drama, Thriller",172.96
1997,As Good as It Gets,"Comedy, Drama, Romance",148.48
1997,Good Will Hunting,Drama,138.43
1997,My Best Friend's Wedding,"Comedy, Drama, Romance",127.12
1997,Tomorrow Never Dies,"Action, Adventure, Thriller",125.33
1997,Face/Off,"Action, Crime, Sci-Fi",112.23
1997,Batman & Robin,"Action, Sci-Fi",107.33
1997,George of the Jungle,"Action, Adventure, Comedy",105.26
1997,Scream 2,"Horror, Mystery",101.36
1997,Con Air,"Action, Crime, Thriller",101.12
1997,Contact,"Drama, Mystery, Sci-Fi",100.92
1997,Hercules,"Animation, Adventure, Comedy",99.05
1997,Flubber,"Comedy, Family, Sci-Fi",92.98
1997,Conspiracy Theory,"Action, Mystery, Thriller",75.98
1997,I Know What You Did Last Summer,"Horror, Mystery, Thriller",72.59
1997,Dante's Peak,"Action, Adventure, Thriller",67.13
1997,Anaconda,"Action, Adventure, Horror",65.89
1997,L.A. Confidential,"Crime, Drama, Mystery",64.62
1997,In & Out,"Comedy, Romance",63.86
1997,The Fifth Element,"Action, Advenutre, Sci-Fi",63.54
1997,Mousehunt,"Comedy, Family",61.92
1997,The Saint,"Action, Adventure, Romance",61.36
1997,The Devil's Advocate,"Drama, Mysery, Thriller",60.98
1997,Kiss the Girls,"Crime, Drama, Mystery",60.53
1997,Jungle 2 Jungle,"Comedy, Family ",59.93
1997,Anastasia,"Animation, Adventure, Drama",58.41
1997,Life Is Beautiful,"Comedy, Drama, War",57.6
1997,Spawn,"Action, Horror ",54.97
1997,The Jackal,"Action, Crime, Drama",54.93
1997,Starship Troopers,"Action, Adventure, Sci-Fi",54.81
1997,Austin Powers: International Man of Mystery,"Adventure, Comedy",53.88
1997,Breakdown,"Action, Crime, Drama",50.13
1997,Absolute Power,"Action, Crime, Drama",50.01
1997,Volcano,"Action, Drama, Sci-Fi",49.32
1997,Speed 2: Cruise Control,"Action, Adventure, Crime",48.61
1997,The Game,"Drama, Mystery, Thriller",48.32
1997,G.I. Jane,"Action, Drama, War",48.17
1997,Alien: Resurrection,"Action, Horror, Sci-Fi",47.75
1997,The Full Monty,"Comedy, Drama",45.95
1997,The Rainmaker,"Crime, Drama, Thriller",45.86
1997,Bean,"Adventure, Comedy, Family",45.32
1997,Cop Land,"Crime, Drama, Thriller",44.89
1997,Nothing to Lose,"Action, Adventure, Comedy",44.46
1997,Amistad,"Drama, History",44.18
1997,Soul Food,"Comedy, Drama",43.49
1997,Wag the Dog,"Comedy, Drama",43.02
1998,Saving Private Ryan,"Drama, War",216.54
1998,Armageddon,"Action, Advenure, Sci-Fi",201.57
1998,There's Something About Mary,"Comedy, Romance",176.48
1998,A Bug's Life,"Animation, Adventure, Comedy",162.8
1998,The Waterboy,"Comedy, Sport",161.49
1998,Doctor Dolittle,"Comedy, Family, Fantasy",144.16
1998,Rush Hour,"Action, Comedy, Crime",141.15
1998,Deep Impact,"Action, Drama, Romance",140.46
1998,Godzilla,"Action, Sci-Fi, Thriller",136.31
1998,Patch Adams,"Biography, Comedy, Drama",135.03
1998,Lethal Weapon 4,"Action, Crime, Thriller",130.44
1998,The Truman Show,"Comedy, Drama, Sci-Fi",125.62
1998,Mulan,"Animation, Adventure, Family",120.62
1998,You've Got Mail,"Comedy, Drama, ROmance",115.82
1998,Enemy of the State,"Action, Crime, Mystery",111.55
1998,The Prince of Egypt,"Animation, Adventure, Drama",101.22
1998,The Rugrats Movie,"Animation, Adventure, Comedy",100.49
1998,Shakespeare in Love,"Comedy, Drama, History",100.32
1998,The Mask of Zorro,"Action, Adventure, Comedy",94.1
1998,Stepmom,"Comedy, Drama",91.14
1998,Antz,"Animation, Adventure, Comedy",90.76
1998,Pok̩mon: The First Movie - Mewtwo Strikes Back,"Animation, Action, Adventure",85.74
1998,The X Files,"Drama, Mystery, Sci-Fi",83.9
1998,The Wedding Singer,"Comedy, Music, romance",80.25
1998,City of Angels,"Drama, Fantasy, Romance",78.69
1998,The Horse Whisperer,"Drama, Romance, Western",75.38
1998,Six Days Seven Nights,"Action, Adventure, Comedy",74.33
1998,Star Trek: Insurrection,"Action, Adventure, Sci-Fi",70.12
1998,Blade,"Action, Horror",70.09
1998,Lost in Space,"Action, Adventure, Family",69.12
1998,A Perfect Murder,"Crime, Drama, Thriller",67.64
1998,The Parent Trap,"Adventure, Comedy, Drama",66.31
1998,Ever After: A Cinderella Story,"Comedy, Drama, ROmance",65.71
1998,Hope Floats,"Drama, Romance",60.05
1998,U.S. Marshals,"Action, Crime, Thriller",57.17
1998,The Man in the Iron Mask,"Action, Adventure",56.97
1998,A Civil Action,Drama,56.7
1998,Snake Eyes,"Crime, Mystery, Thriller",55.59
1998,What Dreams May Come,"Drama, Fantasy, Romance",55.49
1998,Halloween H20: 20 Years Later,"Horror, Thriller",55.04
1998,Small Soldiers,"Action, Adventure, Comedy",54.68
1998,T-Rex: Back to the Cretaceous,"Adventure, Family, Fantasy",53.35
1998,Mighty Joe Young,"Action, Adventure, Family",50.63
1998,Practical Magic,"Comedy, Drama, Fantasy",46.68
1998,Meet Joe Black,"Drama, Fantasy, Romance",44.62
1998,The Negotiator,"Action, Crime, Drama",44.48
1998,Ronin,"Action, Adventure, Crime",41.62
1998,The Siege,"Action, thriller",40.98
1998,Pleasantville,"Comedy, Drama, Fantasy",40.57
1998,The Faculty,"Horror, Sci-Fi",40.06
1999,Star Wars: Episode I - The Phantom Menace,"Action, Adventure, Fantasy",474.54
1999,The Sixth Sense,"Drama, Mystery, Thriller",293.51
1999,Toy Story 2,"Animation, Adventure, Comedy",245.85
1999,Austin Powers: The Spy Who Shagged Me,"Action, Adventure, Comedy",206.04
1999,The Matrix,"Action, Sci-Fi",171.48
1999,Tarzan,"Animation, Adventure, Family",171.09
1999,Big Daddy,"Comedy, Drama",163.48
1999,The Mummy,"Action, Adventure, Fantasy",155.25
1999,Runaway Bride,"Comedy, Romance",152.26
1999,The Blair Witch Project,"Horror, Mystery",140.54
1999,Stuart Little,"Adventure, Comedy, Family",140.04
1999,The Green Mile,"Crime, Drama, Fantasy",136.8
1999,American Beauty,"Drama, Romance",130.1
1999,The World Is Not Enough,"Action, Adventure, Thriller",126.94
1999,Double Jeopardy,"Crime, Drama, Mystery",116.74
1999,Notting Hill,"Comedy, Drama, Romance",116.09
1999,Wild Wild West,"Action, COmedy Sci-Fi",113.81
1999,Analyze This,"Comedy, Crime",106.89
1999,The General's Daughter,"Crime, Drama, Mystery",102.71
1999,American Pie,Comedy,102.56
1999,Sleepy Hollow,"Fantasy, Horror, Mystery",101.07
1999,Inspector Gadget,"Action, Adventure, Comedy",97.4
1999,The Haunting,"Fantasy, Horror, Mystery",91.41
1999,Entrapment,"Action, Crime, Romance",87.7
1999,Payback,"Action, Crime, Drama",81.53
1999,The Talented Mr. Ripley,"Crime, Drama, Thriller",81.3
1999,Any Given Sunday,"Drama, Sport",75.53
1999,Deep Blue Sea,"Action, Sci-Fi, Thriller",73.65
1999,Galaxy Quest,"Adventure, Comedy, Sci-Fi",71.58
1999,The Thomas Crown Affair,"Crime, Romance, Thriller",69.3
1999,Blue Streak,"Action, Comedy, Crime",68.52
1999,End of Days,"Action, Fantasy, Horror",66.89
1999,The Bone Collector,"Crime, Drama, Mystery",66.52
1999,Bowfinger,Comedy,66.38
1999,Deuce Bigalow: Male Gigolo,"Comedy, Romance",65.54
1999,Life,"Comedy, Crime, Drama",63.84
1999,She's All That,"Comedy, Romance",63.37
1999,Fantasia 2000,"Animation, Comedy, Family",60.66
1999,Three Kings,"Action, Adventure, Comedy",60.65
1999,Bicentennial Man,"Comedy, Drama, Sci-Fi",58.22
1999,The Cider House Rules,"Drama, Romance",57.55
1999,Eyes Wide Shut,"Drama, Mystery, Thriller",55.69
1999,Never Been Kissed,"Comedy, Drama, Romance",55.47
1999,Forces of Nature,"Comedy, Romance",52.89
1999,Varsity Blues,"Comedy, Drama, Romance",52.89
1999,Message in a Bottle,"Drama, Romance",52.88
1999,"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy",52.01
1999,The Hurricane,"Biography, Drama, Sport",50.67
1999,Stigmata,Horror,50.05
1999,Pok̩mon: The Movie 2000,"Animation, Action, Adventure",43.76
2000,How the Grinch Stole Christmas,"Comedy, Family, Fantasy",260.04
2000,Cast Away,"Adventure, Drama, Romance",233.63
2000,Mission: Impossible II,"Action, Adventure, Thriller",215.41
2000,Gladiator,"Action, Adventure, Drama",187.71
2000,What Women Want,"Comedy, Fantasy, Romance",182.81
2000,The Perfect Storm,"Action, Adventure, Drama",182.62
2000,Meet the Parents,"Comedy, Romance",166.24
2000,X-Men,"Action, Adventure, Sci-Fi",157.3
2000,Scary Movie,Comedy,157.02
2000,What Lies Beneath,"Drama, Fantasy, Horror",155.46
2000,Dinosaur,"Animation, Adventure, Family",137.75
2000,"Crouching Tiger, Hidden Dragon","Action, Adventure, Fantasy",128.08
2000,Erin Brockovich,"Biography, Drama",125.6
2000,Charlie's Angels,"Action, Adventure, Comedy",125.31
2000,Traffic,"Crime, Drama, Thriller",124.12
2000,Nutty Professor II: The Klumps,"Comedy, Romance, Sci-Fi",123.31
2000,Big Momma's House,"Action, Comedy, Crime",117.56
2000,Remember the Titans,"Biography, Drama, Sport",115.65
2000,The Patriot,"Action, Drama, History",113.33
2000,Chicken Run,"Animation, Adventure, Comedy",106.83
2000,Miss Congeniality,"Action, Comedy, Crime",106.81
2000,Gone in Sixty Seconds,"Action, Crime, Thriller",101.65
2000,Unbreakable,"Drama, Mystery, Sci-Fi",95.01
2000,"Me, Myself & Irene",Comedy,90.57
2000,Space Cowboys,"Action, Adventure, Thriller",90.46
2000,The Emperor's New Groove,"Animation, Adventure, Comedy",89.3
2000,Scream 3,"Horror, Mystery",89.14
2000,U-571,"Horror, Mystery",77.09
2000,Rugrats in Paris: The Movie,"Animation, Adventure, Comedy",76.51
2000,The Family Man,"Comedy, Drama, Fantasy",75.79
2000,Hollow Man,"Action, Horror, Sci-Fi",73.21
2000,Chocolat,"Drama, Romance",71.51
2000,Shaft,"Action, Crime, Thriller",70.33
2000,The Kid,"Comedy, Family, Fantasy",69.69
2000,Vertical Limit,"Action, Adventure, Drama",69.24
2000,Road Trip,"Adventure, Comedy",68.54
2000,Bring It On,"Comedy, Romance, Sport",68.38
2000,102 Dalmatians,"Adventure, Comedy, Family",66.96
2000,Rules of Engagement,"Drama, Thriller, War",61.34
2000,The Cell,"Horror, Sci-Fi, Thriller",61.33
2000,Mission to Mars,"Adventure, Sci-Fi, Thriller",60.88
2000,Coyote Ugly,"Comedy, Drama, Music",60.79
2000,Snow Day,"Adventure, Comedy, Family",60.02
2000,Next Friday,Comedy,57.33
2000,The Whole Nine Yards,"Comedy, Crime",57.26
2000,Shanghai Noon,"Action, Adventure, Comedy",56.94
2000,Romeo Must Die,"Action, Crime, Thriller",55.97
2000,Final Destination,"Horror, Thriller",53.33
2000,Finding Forrester,Drama,51.8
2001,Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",317.58
2001,The Lord of the Rings: The Fellowship of the Ring,"Adventure, Drama, Fantasy",315.54
2001,"Monsters, Inc.","Animation, Adventure, Comedy",289.92
2001,Shrek,"Animation, Adventure, Comedy",267.67
2001,Rush Hour 2,"Action, Comedy, Crime",226.16
2001,The Mummy Returns,"Action, Adventure, Fantas",202.02
2001,Pearl Harbor,"Action, Drama, History",198.54
2001,Ocean's Eleven,"Crime, Thriller",183.41
2001,Jurassic Park III,"Action, Adventure, Sci-Fi",181.17
2001,Planet of the Apes,"Action, Adventure, Sci-Fi",180.01
2001,A Beautiful Mind,"Biography, Drama",170.74
2001,Hannibal,"Crime, Drama, Thriller",165.09
2001,American Pie 2,Comedy,145.1
2001,The Fast and the Furious,"Action, Crime, Thriller",144.53
2001,Lara Croft: Tomb Raider,"Action, Adventure, Fantasy",131.14
2001,Dr. Dolittle 2,"Comedy, Family, Fantasy",112.95
2001,Spy Kids,"Action, Adventure, Comedy",112.72
2001,Black Hawk Down,"Drama, History, War",108.64
2001,The Princess Diaries,"Comedy, Family, Romance",108.25
2001,Vanilla Sky,"Fantasy, Mystery, Romance",100.61
2001,The Others,"Horror, Mystery, Thriller",96.52
2001,Legally Blonde,"Comedy, Romance",96.52
2001,America's Sweethearts,"Comedy, Romance",93.61
2001,Cats & Dogs,"Action, Comedy, Family",93.39
2001,Save the Last Dance,"Drama, Music, Romance",91.06
2001,Atlantis: The Lost Empire,"Animation, Action, Adventure",84.05
2001,Jimmy Neutron: Boy Genius,"Animation, Action, Adventure",80.94
2001,A.I. Artificial Intelligence,"Adventure, Drama, Sci-Fi",78.62
2001,Training Day,"Crime, Drama, Thriller",76.63
2001,Along Came a Spider,"Drama, Thriller",74.08
2001,Bridget Jones's Diary,"Comedy, Drama, Romance",71.54
2001,Scary Movie 2,Comedy,71.31
2001,The Score,"Crime, Drama, Thriller",71.07
2001,Shallow Hal,"Comedy, Drama, Fantasy",70.84
2001,Swordfish,"Action, Crime, Thriller",69.77
2001,The Mexican,"Adventure, Comedy, Crime",66.81
2001,Down to Earth,"Comedy, Fantasy",64.19
2001,The Wedding Planner,"Comedy, Romance",60.4
2001,Behind Enemy Lines,"Action, Drama, Thriller",59.07
2001,Ali,"Biography, Drama, Sport",58.2
2001,The Animal,"Comedy, Sci-Fi",57.74
2001,Moulin Rouge!,"Drama, Musical, Romance",57.39
2001,Rat Race,"Adventure, Comedy",56.62
2001,A Knight's Tale,"Action, Adventure, Romance",56.57
2001,Don't Say a Word,"Drama, Mystery, Thriller",55
2001,Blow,"Biography, Crime, Drama",52.99
2001,The Royal Tenenbaums,"Comedy, Drama",52.36
2001,Exit Wounds,"Action, Comedy, Crime",51.76
2001,Enemy at the Gates,"Drama, History, War",51.4
2001,K-PAX,"Drama, Sci-Fi",50.34
2002,Spider-Man,"Action, Adventure",403.71
2002,The Lord of the Rings: The Two Towers,"Adventure, Drama, Fantasy",342.55
2002,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy",310.68
2002,Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy",261.99
2002,My Big Fat Greek Wedding,"Comedy, Drama, Romance",241.44
2002,Signs,"Drama, Mystery, Sci-Fi",227.97
2002,Austin Powers in Goldmember,"Action, Adventure, Comedy",213.31
2002,Men in Black II,"Action, Adventure, Comedy",190.42
2002,Ice Age,"Animation, Adventure, Comedy",176.39
2002,Chicago,"Comedy, Crime, Musical",170.69
2002,Catch Me If You Can,"Biography, Crime, Drama",164.62
2002,Die Another Day,"Action, Adventure,Thriller",160.94
2002,Scooby-Doo,"Animation, Adventure, Comedy",153.29
2002,Lilo & Stitch,"Animation, Adventure, Comedy",145.79
2002,xXx,"Action, Adventure, Thriller",142.11
2002,The Santa Clause 2,"Comedy, Family, Fantasy",139.24
2002,Minority Report,"Action, Adventure, Crime",132.07
2002,The Ring,"Horror, Mystery",129.13
2002,Sweet Home Alabama,"Comedy, Romance",127.22
2002,Mr. Deeds,"Comedy, Romance",126.29
2002,The Bourne Identity,"Action, Mystery, Thriller",121.66
2002,The Sum of All Fears,"Action, Drama, Thriller",118.91
2002,8 Mile,"Drama, Music",116.72
2002,Road to Perdition,"Crime, Drama, Thriller",104.45
2002,Panic Room,"Crime, Drama, Thriller",96.4
2002,Maid in Manhattan,"Comedy, Drama, Romance",94.01
2002,Two Weeks Notice,"Comedy, Romance",93.35
2002,Red Dragon,"Crime, Drama, Thriller",93.15
2002,The Scorpion King,"Action, Adventure, Fantasy",91.05
2002,Spy Kids 2: Island of Lost Dreams,"Action, Adventure, Comedy",85.85
2002,Blade II,"Action, Horror, Sci-Fi",82.35
2002,Snow Dogs,"Adventure, Comedy, Family",81.17
2002,We Were Soldiers,"Action, Drama, History",78.12
2002,Gangs of New York,"Crime, Drama",77.81
2002,Barbershop,"Comedy, Drama",75.78
2002,The Rookie,"Drama, Family, Sport",75.6
2002,Spirit: Stallion of the Cimarron,"Animation, Adventure, Comedy",73.28
2002,John Q,"Crime, Drama, Thriller",71.76
2002,Divine Secrets of the Ya-Ya Sisterhood,Drama,69.6
2002,Insomnia,"Drama, Mystery, Thriller",67.36
2002,Changing Lanes,"Drama, Thriller",66.82
2002,About Schmidt,"Comedy, Drama",65.02
2002,Stuart Little 2,"Animation, Adventure, Comedy",64.96
2002,The Time Machine,"Action, Adventure, Sci-Fi",56.68
2002,Drumline,"Comedy, Drama, Romance",56.4
2002,The Count of Monte Cristo,"Action, Adventure, Drama",54.23
2002,Unfaithful,"Drama, Thriller",52.8
2002,Like Mike,"Comedy, Family, Fantasy",51.43
2002,The Tuxedo,"Action, Comedy, Sci-Fi",50.55
2003,Finding Nemo,"Animation, Adventure, Comedy",380.84
2003,The Lord of the Rings: The Return of the King,"Adventure, Drama, Fantasy",377.85
2003,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Adventure, Fantasy",305.41
2003,The Matrix Reloaded,"Action, Sci-Fi",281.49
2003,Bruce Almighty,"Comedy, Drama, Fantasy",242.83
2003,X2,"Action, Adventure, Fantasy",214.95
2003,Elf,"Comedy, Family, Fantasy",173.4
2003,Terminator 3: Rise of the Machines,"Action, Sci-Fi, Thriller",150.37
2003,The Matrix Revolutions,"Action, Sci-Fi",139.31
2003,Cheaper by the Dozen,"Comedy, Family",138.61
2003,Bad Boys II,"Action, Comedy, Crime",138.61
2003,Anger Management,Comedy,135.65
2003,Bringing Down the House,Comedy,132.72
2003,Hulk,"Action, Sci-Fi",132.18
2003,2 Fast 2 Furious,"Action, Crime, Thriller",127.15
2003,Something's Gotta Give,"Comedy, Drama, Romance",124.73
2003,Seabiscuit,"Drama, History, Sport",120.28
2003,S.W.A.T.,"Action, Adventure, Crime",116.93
2003,Spy Kids 3: Game Over,"Action, Adventure, Comedy",111.76
2003,The Last Samurai,"Action, Drama, History",111.11
2003,Freaky Friday,"Comedy, Family, Fantasy",110.23
2003,Scary Movie 3,"Comedy, Horror",110
2003,The Italian Job,"Action, Crime, Thriller",106.13
2003,How to Lose a Guy in 10 Days,"Comedy, Romance",105.81
2003,American Wedding,"Comedy, Romance",104.57
2003,Daddy Day Care,"Comedy, Family",104.3
2003,Daredevil,"Action, Crime, Drama",102.54
2003,The Cat in the Hat,"Adventure, Comedy, Family",101.15
2003,Charlie's Angels: Full Throttle,"Action, Adventure, Comedy",100.83
2003,Cold Mountain,"Adventure, Drama, History",95.64
2003,Master and Commander: The Far Side of the World,"Action, Adventure, Drama",93.93
2003,"Legally Blonde 2: Red, White & Blonde",Comedy,90.19
2003,Mystic River,"Crime, Drama, Mystery",90.14
2003,Brother Bear,"Animation, Adventure, Comedy",85.34
2003,Freddy vs. Jason,"Action, Horror, Thriller",82.62
2003,School of Rock,"Comedy, Family, Music",81.26
2003,The Texas Chainsaw Massacre,Horror,80.57
2003,The Haunted Mansion,"Comedy, Family, Fantasy",75.85
2003,Old School,Comedy,75.59
2003,Kill Bill: Vol. 1,"Action, Crime, Thriller",70.1
2003,Holes,"Adventure, Comedy, Drama",67.41
2003,Kangaroo Jack,"Action, Adventure, Comedy",66.93
2003,The League of Extraordinary Gentlemen,"Action, Adventure, Fantasy",66.47
2003,Big Fish,"Adventure, Drama, Fantasy",66.26
2003,Lara Croft Tomb Raider: The Cradle of Life,"Action, Adventure, Fantasy",65.66
2003,Mona Lisa Smile,Drama,63.86
2003,Shanghai Knights,"Action, Adventure, Comedy",60.48
2003,Bad Santa,"Comedy, Crime, Drama",60.06
2003,Love Actually,"Comedy, Drama, Romance",59.7
2003,Gothika,"Horror, Mystery, Thriller",59.69
2004,Shrek 2,"Animation, Adventure, Comedy",436.47
2004,Spider-Man 2,"Action, Adventure",373.59
2004,The Passion of the Christ,Drama,370.78
2004,Meet the Fockers,"Comedy, Romance",279.26
2004,The Incredibles,"Animation, Action, Adventure",261.44
2004,Harry Potter and the Prisoner of Azkaban,"Adventure, Family, Fantasy",249.36
2004,The Day After Tomorrow,"Action, Adventure, Sci-Fi",186.74
2004,The Polar Express,"Animation, Adventure, Family",183.37
2004,The Bourne Supremacy,"Action, Mystery, Thriller",176.24
2004,National Treasure,"Action, Adventure, Family",173.01
2004,Shark Tale,"Animation, Adventure, Comedy",160.86
2004,"I, Robot","Action, Crime, Drama",144.8
2004,Troy,"Drama, History, Romance,",133.38
2004,Ocean's Twelve,"Crime, Thriller",125.54
2004,50 First Dates,"Comedy, Romance",120.91
2004,Van Helsing,"Action, Adventure, Fantasy",120.18
2004,A Series of Unfortunate Events,"Adventure, Comedy, Family",118.63
2004,Dodgeball: A True Underdog Story,"Comedy, Sport",114.33
2004,The Village,"Drama, Mystery, Thriller",114.2
2004,The Grudge,"Horror, Mystery, Thriller",110.36
2004,The Aviator,"Biography, Drama, History",102.61
2004,Collateral,"Crime, Drama, Thriller",101.01
2004,Million Dollar Baby,"Drama, Sport",100.49
2004,The Princess Diaries 2: Royal Engagement,"Comedy, Family, Romance",95.17
2004,Starsky & Hutch,"Comedy, Crime",88.24
2004,Along Came Polly,"Comedy, Romance",88.1
2004,Mean Girls,Comedy,86.06
2004,The SpongeBob SquarePants Movie,"Animation, Adventure, Comedy",85.42
2004,Anchorman: The Legend of Ron Burgundy,Comedy,85.29
2004,Scooby-Doo 2: Monsters Unleashed,"Animation, Adventure, Comedy",84.22
2004,The Notebook,"Drama, Romance",81
2004,AVP: Alien vs. Predator,"Action, Horro, Sci-Fi",80.28
2004,Man on Fire,"Action, Crime, Drama",77.91
2004,The Terminal,"Comedy, Drama, Romance",77.87
2004,Garfield,"Animation, Comedy, Family",75.37
2004,Ray,"Biography, Drama, Music",75.33
2004,Ladder 49,"Action, Drama, Thriller",74.54
2004,Christmas with the Kranks,"Comedy, Family",73.78
2004,Sideways,"Comedy, Drama, Romance",71.5
2004,White Chicks,"Comedy, Crime",70.83
2004,Hidalgo,"Action, Adventure, Biography",67.29
2004,The Forgotten,"Drama, Horror, Mystery",66.64
2004,Kill Bill: Vol. 2,"Action, Crime, Thriller",66.21
2004,The Manchurian Candidate,"Drama, Msytery, Sci-Fi",65.96
2004,Barbershop 2: Back in Business,"Comedy, Drama",65.11
2004,Miracle,"Biography, Drama, History",64.38
2004,Friday Night Lights,"Action, Drama, Sport",61.19
2004,Hellboy,"Action, Fantasy, Horror",59.62
2004,The Stepford Wives,"Comedy, Sci-Fi, Thriller",59.48
2004,Dawn of the Dead,"Action, Horror, Thriller",59.02
2005,Star Wars: Episode III - Revenge of the Sith,"Action, Adventure, Fantasy",380.26
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure, Family, Fantasy",291.71
2005,Harry Potter and the Goblet of Fire,"Adventure, Family, Fantasy",290.01
2005,War of the Worlds,"Adventure, Sci-Fi, Thriller",234.28
2005,King Kong,"Action, Adventure, Drama",218.08
2005,Wedding Crashers,"Comedy, Romance",209.22
2005,Batman Begins,"Action, Adventure, Thriller",206.85
2005,Charlie and the Chocolate Factory,"Adventure, Comedy, Family",206.46
2005,Madagascar,"Animation, Adventure, Comedy",193.6
2005,Mr. & Mrs. Smith,"Action, Comedy, Crime",186.34
2005,Hitch,"Comedy, Romance",179.5
2005,The Longest Yard,"Comedy, Crime, Sport",158.12
2005,Fantastic Four,"Action, Adventure, Family",154.7
2005,Chicken Little,"Animation, Adventure, Comedy",135.39
2005,Robots,"Action, Adventure, Comedy",128.2
2005,Walk the Line,"Biography, Drama, Music",119.52
2005,The Pacifier,"Action, Comedy, Drama",113.09
2005,Fun with Dick and Jane,"Comedy, Crime",110.33
2005,The 40-Year-Old Virgin,"Comedy, Romance",109.45
2005,Flightplan,"Drama, Mystery, Thriller",89.71
2005,Saw II,"Horror, Mystery",87.04
2005,Brokeback Mountain,"Drama, Romance",83.04
2005,Monster-in-Law,"Comedy, Romance",82.93
2005,Are We There Yet?,"Advenure, Comedy, Family",82.67
2005,Cheaper by the Dozen 2,"Adventure, Comedy, Family",82.57
2005,The Dukes of Hazzard,"Action, Adventure, Comedy",80.27
2005,The Ring Two,"Horror, Mystery",76.23
2005,Constantine,"Drama, Fantasy, Horror",75.98
2005,The Exorcism of Emily Rose,"Drama, Horror, Thriller",75.07
2005,Four Brothers,"Action, Crime, Drama",74.49
2005,Sin City,"Crime, Thriller",74.1
2005,The Interpreter,"Crime, Mystery, Thriller",72.71
2005,V for Vendetta,"Action, Drama, Thriller",70.51
2005,Guess Who,"Comedy, Romance",68.92
2005,Sahara,"Action, Adventure, Comedy",68.67
2005,Coach Carter,"Biography, Drama, Sport",67.26
2005,Herbie Fully Loaded,"Advenuture, Comedy, Family",66.02
2005,The Amityville Horror,"Drama, Horror, Mystery",65.23
2005,Sky High,"Adventure, Comedy, Family",63.95
2005,Jarhead,"Biography, Drama, War",62.66
2005,Bewitched,"Comedy, Fantasy, Romance",62.25
2005,Cinderella Man,"Biography, Drama, Sport",61.65
2005,The Family Stone,"Comedy, Drama, Romance",60.06
2005,Red Eye,"Mystery, Thriller",57.89
2005,Memoirs of a Geisha,"Drama, Romance",57.49
2005,White Noise,"Drama, Horror, Mystery",56.39
2005,The Curse of the Were-Rabbit,"Animation, Comedy, Family",56.11
2005,Be Cool,"Comedy, Crime, Music",56.05
